3.544819355010986328e-01,2.500145435333251953e-01,2.630324363708496094e-01,3.379230499267578125e-01,6.581506729125976562e-01,4.153974771499633789e+00,2.888754677772521973e+01
2.274160385131835938e-01,3.075847625732421875e-01,2.556674480438232422e-01,3.458504676818847656e-01,5.277760028839111328e-01,3.286035060882568359e+00,2.450895786285400391e+01
3.129749298095703125e-01,2.527868747711181641e-01,2.621693611145019531e-01,3.428833484649658203e-01,5.599324703216552734e-01,2.611419439315795898e+00,2.529524755477905273e+01
2.746968269348144531e-01,2.437169551849365234e-01,2.518727779388427734e-01,3.923923969268798828e-01,6.264379024505615234e-01,2.946032762527465820e+00,2.796787214279174805e+01
2.424430847167968750e-01,2.476470470428466797e-01,4.302279949188232422e-01,3.699915409088134766e-01,7.389094829559326172e-01,3.199738979339599609e+00,2.672929286956787109e+01
2.464809417724609375e-01,2.667760848999023438e-01,2.468509674072265625e-01,3.801581859588623047e-01,5.318026542663574219e-01,3.001337766647338867e+00,2.685525751113891602e+01
2.394680976867675781e-01,6.356465816497802734e-01,3.022978305816650391e-01,3.740427494049072266e-01,6.481432914733886719e-01,2.886318922042846680e+00,2.906643581390380859e+01
2.725198268890380859e-01,3.156714439392089844e-01,2.812430858612060547e-01,3.952252864837646484e-01,9.502439498901367188e-01,8.023124456405639648e+00,2.813244915008544922e+01
2.288920879364013672e-01,3.460264205932617188e-01,3.164224624633789062e-01,3.651573657989501953e-01,5.627360343933105469e-01,2.975529193878173828e+00,3.157830166816711426e+01
3.297660350799560547e-01,2.812440395355224609e-01,2.743072509765625000e-01,3.559532165527343750e-01,5.963785648345947266e-01,3.356632709503173828e+00,2.658445119857788086e+01
2.721259593963623047e-01,2.792592048645019531e-01,2.581143379211425781e-01,3.676319122314453125e-01,2.632134675979614258e+00,2.845074653625488281e+00,3.622608876228332520e+01
2.377326488494873047e-01,2.715766429901123047e-01,2.902123928070068359e-01,3.807177543640136719e-01,6.451838016510009766e-01,4.091797828674316406e+00,2.927002358436584473e+01
3.107857704162597656e-01,2.420022487640380859e-01,2.592728137969970703e-01,3.992016315460205078e-01,5.970718860626220703e-01,2.599346637725830078e+00,3.387536144256591797e+01
2.539634704589843750e-01,2.565615177154541016e-01,2.553498744964599609e-01,3.720202445983886719e-01,6.061556339263916016e-01,2.997222900390625000e+00,3.405269646644592285e+01
2.788271903991699219e-01,2.394075393676757812e-01,3.239498138427734375e-01,4.114279747009277344e-01,5.232472419738769531e-01,2.597907781600952148e+00,3.285624027252197266e+01
2.756783962249755859e-01,2.887511253356933594e-01,3.112199306488037109e-01,3.667483329772949219e-01,5.874409675598144531e-01,2.555954217910766602e+00,3.431509971618652344e+01
2.875378131866455078e-01,2.317874431610107422e-01,2.333729267120361328e-01,3.262634277343750000e-01,6.723783016204833984e-01,2.507074832916259766e+00,5.526418566703796387e+01
3.135740756988525391e-01,2.903101444244384766e-01,2.967824935913085938e-01,3.146097660064697266e-01,6.100015640258789062e-01,2.923617839813232422e+00,3.484056305885314941e+01
2.624051570892333984e-01,2.418782711029052734e-01,2.629513740539550781e-01,3.905713558197021484e-01,5.365591049194335938e-01,2.558879613876342773e+00,3.959423923492431641e+01
2.776391506195068359e-01,2.305178642272949219e-01,2.595884799957275391e-01,3.743588924407958984e-01,1.145314455032348633e+00,2.971122503280639648e+00,2.492896032333374023e+01
2.650351524353027344e-01,2.710149288177490234e-01,2.944769859313964844e-01,3.663783073425292969e-01,6.286876201629638672e-01,3.312875270843505859e+00,3.420509386062622070e+01
2.621982097625732422e-01,2.419543266296386719e-01,2.436349391937255859e-01,3.278529644012451172e-01,5.095205307006835938e-01,2.730579376220703125e+00,4.664291501045227051e+01
2.635529041290283203e-01,2.573914527893066406e-01,2.864620685577392578e-01,3.599562644958496094e-01,5.443806648254394531e-01,2.688452243804931641e+00,3.153213906288146973e+01
2.595627307891845703e-01,2.598328590393066406e-01,2.802939414978027344e-01,3.832771778106689453e-01,6.473879814147949219e-01,2.894241333007812500e+00,3.046857142448425293e+01
2.923157215118408203e-01,2.487547397613525391e-01,2.779974937438964844e-01,3.589389324188232422e-01,5.495345592498779297e-01,2.800478219985961914e+00,3.067786526679992676e+01
2.971737384796142578e-01,2.647435665130615234e-01,2.731328010559082031e-01,3.497221469879150391e-01,6.808829307556152344e-01,2.900783300399780273e+00,3.070448589324951172e+01
3.377168178558349609e-01,2.214355468750000000e-01,2.389926910400390625e-01,3.669922351837158203e-01,5.155594348907470703e-01,2.761225700378417969e+00,2.504988408088684082e+01
2.517247200012207031e-01,2.577106952667236328e-01,2.882332801818847656e-01,5.125203132629394531e-01,6.300058364868164062e-01,2.649249792098999023e+00,5.465365290641784668e+01
2.818782329559326172e-01,2.861931324005126953e-01,2.793281078338623047e-01,4.048142433166503906e-01,5.912725925445556641e-01,2.890055656433105469e+00,2.469480657577514648e+01
2.621216773986816406e-01,2.682025432586669922e-01,3.179745674133300781e-01,3.506927490234375000e-01,4.707477092742919922e-01,2.819833517074584961e+00,3.412432765960693359e+01
