2.078762054443359375e-01,2.808454036712646484e-01,2.621550559997558594e-01,3.671476840972900391e-01,5.401830673217773438e-01,1.060483145713806152e+01,3.084899449348449707e+01
2.737233638763427734e-01,2.185237407684326172e-01,2.607576847076416016e-01,2.997708320617675781e-01,4.578804969787597656e-01,3.100139379501342773e+00,2.861462044715881348e+01
1.917605400085449219e-01,1.816041469573974609e-01,3.666267395019531250e-01,3.587138652801513672e-01,4.492087364196777344e-01,3.216084480285644531e+00,2.940475964546203613e+01
1.846373081207275391e-01,3.011279106140136719e-01,2.712080478668212891e-01,3.180522918701171875e-01,4.514617919921875000e-01,3.976569652557373047e+00,3.184004998207092285e+01
2.198863029479980469e-01,2.886962890625000000e-01,2.117886543273925781e-01,3.364820480346679688e-01,4.301602840423583984e-01,3.248726367950439453e+00,2.840294241905212402e+01
2.996261119842529297e-01,2.037112712860107422e-01,2.852890491485595703e-01,3.067159652709960938e-01,6.307482719421386719e-01,2.991744279861450195e+00,4.105418515205383301e+01
2.043280601501464844e-01,1.982586383819580078e-01,2.526471614837646484e-01,2.533955574035644531e-01,4.455621242523193359e-01,7.932665109634399414e+00,5.035817813873291016e+01
1.835756301879882812e-01,2.453441619873046875e-01,2.744557857513427734e-01,2.312953472137451172e-01,5.883677005767822266e-01,3.255113601684570312e+00,3.198940992355346680e+01
2.408177852630615234e-01,1.922116279602050781e-01,2.455751895904541016e-01,3.237774372100830078e-01,4.314358234405517578e-01,2.911686658859252930e+00,2.910329413414001465e+01
2.660675048828125000e-01,2.442770004272460938e-01,1.878185272216796875e-01,2.909798622131347656e-01,5.871932506561279297e-01,3.036590337753295898e+00,4.022755050659179688e+01
1.740176677703857422e-01,2.263743877410888672e-01,2.274830341339111328e-01,3.003966808319091797e-01,6.358344554901123047e-01,3.714110851287841797e+00,3.027199101448059082e+01
1.966457366943359375e-01,2.534282207489013672e-01,2.228484153747558594e-01,4.013426303863525391e-01,6.911284923553466797e-01,2.893636703491210938e+00,2.501606798171997070e+01
2.428286075592041016e-01,2.872433662414550781e-01,1.781320571899414062e-01,3.630561828613281250e-01,4.713633060455322266e-01,2.675390005111694336e+00,2.718729162216186523e+01
2.489309310913085938e-01,2.572593688964843750e-01,2.649345397949218750e-01,2.866988182067871094e-01,4.992237091064453125e-01,2.861940860748291016e+00,2.864836788177490234e+01
2.332277297973632812e-01,2.443141937255859375e-01,2.342264652252197266e-01,3.048162460327148438e-01,4.968748092651367188e-01,3.268438577651977539e+00,3.457361316680908203e+01
1.988091468811035156e-01,2.853541374206542969e-01,3.139648437500000000e-01,3.426649570465087891e-01,5.076463222503662109e-01,3.636690378189086914e+00,3.455692744255065918e+01
1.894650459289550781e-01,2.374720573425292969e-01,2.130341529846191406e-01,2.790713310241699219e-01,4.917783737182617188e-01,2.884478807449340820e+00,3.454370474815368652e+01
2.113027572631835938e-01,2.314119338989257812e-01,2.027394771575927734e-01,2.819597721099853516e-01,4.597597122192382812e-01,3.406863689422607422e+00,2.400884699821472168e+01
2.137992382049560547e-01,2.163715362548828125e-01,2.604312896728515625e-01,2.973937988281250000e-01,4.786550998687744141e-01,3.269253492355346680e+00,2.772222900390625000e+01
1.956765651702880859e-01,2.595236301422119141e-01,2.754764556884765625e-01,3.384771347045898438e-01,7.199337482452392578e-01,2.564111232757568359e+00,3.820017194747924805e+01
2.154262065887451172e-01,2.555217742919921875e-01,2.866714000701904297e-01,3.419840335845947266e-01,7.943184375762939453e-01,3.604006052017211914e+00,3.217071294784545898e+01
2.010746002197265625e-01,2.409129142761230469e-01,3.062043190002441406e-01,3.193364143371582031e-01,5.771017074584960938e-01,4.898221492767333984e+00,2.465162920951843262e+01
2.085251808166503906e-01,2.238948345184326172e-01,2.139043807983398438e-01,3.012025356292724609e-01,6.392998695373535156e-01,3.472874641418457031e+00,2.611748003959655762e+01
2.174921035766601562e-01,2.013216018676757812e-01,1.937735080718994141e-01,3.083736896514892578e-01,5.409276485443115234e-01,4.718708515167236328e+00,4.010730719566345215e+01
2.223978042602539062e-01,2.228717803955078125e-01,2.002820968627929688e-01,3.135805130004882812e-01,5.581731796264648438e-01,2.649018764495849609e+00,2.694398403167724609e+01
2.129263877868652344e-01,3.397469520568847656e-01,3.052592277526855469e-01,3.093376159667968750e-01,5.478987693786621094e-01,3.149210453033447266e+00,2.538466715812683105e+01
2.173142433166503906e-01,1.728975772857666016e-01,2.606148719787597656e-01,3.901000022888183594e-01,4.982180595397949219e-01,3.234870910644531250e+00,2.618370127677917480e+01
1.897311210632324219e-01,2.260534763336181641e-01,2.895691394805908203e-01,3.085808753967285156e-01,4.624907970428466797e-01,2.770860910415649414e+00,2.541240644454956055e+01
2.228980064392089844e-01,2.379884719848632812e-01,1.891705989837646484e-01,2.903218269348144531e-01,6.616644859313964844e-01,2.988177776336669922e+00,2.359084653854370117e+01
2.252130508422851562e-01,2.595272064208984375e-01,1.884942054748535156e-01,2.705824375152587891e-01,5.874044895172119141e-01,3.784879446029663086e+00,3.137507176399230957e+01
